file,emotions,objects,colors,depths
Baroque/annibale-carracci_the-butcher-s-shop.jpg,"The viewer is likely to associate the following emotions with the image: sadness (probability: 0.26), awe (probability: 0.15).",there is a man painter in the center. there is a apron in the bottom. there is a tool in the center. there is a butcher man painter in the center. there is a animal in the right. there is a apron in the bottom. there is a meat in the top,"The main colors are: darkslategray, dimgray, darkgray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.35 (with moderate variation, std ≈ 0.22).
Most pixels fall into the **near** depth band (51.9% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 51.9% of pixels
  • Mid [0.33–0.67]: 37.8% of pixels
  • Far [0.67–1.00]: 10.3% of pixels"
Mannerism_Late_Renaissance/jacopo-pontormo_st-matthew-the-evangelist.jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.22), awe (probability: 0.20).",there is a woman in the center. there is a angel in the bottom. there is a baby in the bottom. there is a child in the bottom,"The main colors are: honeydew, darkslategray, sienna","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.45 (with moderate variation, std ≈ 0.33).
Most pixels fall into the **near** depth band (50.4% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 50.4% of pixels
  • Mid [0.33–0.67]: 21.9% of pixels
  • Far [0.67–1.00]: 27.4% of pixels"
Symbolism/william-blake_the-parable-of-the-wise-and-foolish-virgins-1822.jpg,"The viewer is likely to associate the following emotions with the image: awe (probability: 0.34), fear (probability: 0.28).",there is a artist in the center. there is a painter in the right. there is a woman in the left. there is a woman in the left. there is a woman in the left,"The main colors are: gray, silver, darkolivegreen","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.51 (with moderate variation, std ≈ 0.22).
Most pixels fall into the **mid** depth band (44.8% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 26.3% of pixels
  • Mid [0.33–0.67]: 44.8% of pixels
  • Far [0.67–1.00]: 28.8% of pixels"
Romanticism/pavel-svinyin_at-the-plantation.jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.28), awe (probability: 0.20).",there is a woman in the bottom left. there is a man in the bottom left. there is a man in the left. there is a bonfire in the bottom. there is a illustration in the left. there is a spear in the bottom left,"The main colors are: gainsboro, gray, darkgray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.63 (with moderate variation, std ≈ 0.21).
Most pixels fall into the **far** depth band (47.6% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 9.4% of pixels
  • Mid [0.33–0.67]: 42.2% of pixels
  • Far [0.67–1.00]: 47.6% of pixels"
Pop_Art/hiro-yamagata_snowfire-1986.jpg,"The viewer is likely to associate the following emotions with the image: awe (probability: 0.29), excitement (probability: 0.20).",there is a sky in the top. there is a ski slope in the bottom. there is a building in the bottom left. there is a building in the center. there is a sleigh in the bottom left. there is a sleigh in the bottom. there is a skier in the bottom. there is a building in the bottom left,"The main colors are: gray, dimgray, gainsboro","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.52 (with moderate variation, std ≈ 0.24).
Most pixels fall into the **mid** depth band (45.2% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 26.4% of pixels
  • Mid [0.33–0.67]: 45.2% of pixels
  • Far [0.67–1.00]: 28.2% of pixels"
Cubism/franz-marc_deer-in-a-monastery-garden-1912.jpg,"The viewer is likely to associate the following emotions with the image: excitement (probability: 0.27), amusement (probability: 0.19).",there is a art in the center,"The main colors are: darkslategray, darkkhaki, darkolivegreen","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.31 (with moderate variation, std ≈ 0.19).
Most pixels fall into the **near** depth band (64.1% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 64.1% of pixels
  • Mid [0.33–0.67]: 28.7% of pixels
  • Far [0.67–1.00]: 7.3% of pixels"
Northern_Renaissance/hieronymus-bosch_the-garden-of-earthly-delights-4.jpg,"The viewer is likely to associate the following emotions with the image: awe (probability: 0.45), contentment (probability: 0.14).",there is a frame in the center. there is a picture picture frame in the left. there is a picture picture frame in the right,"The main colors are: silver, black, dimgray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.37 (with moderate variation, std ≈ 0.29).
Most pixels fall into the **near** depth band (55.3% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 55.3% of pixels
  • Mid [0.33–0.67]: 23.8% of pixels
  • Far [0.67–1.00]: 20.8% of pixels"
Art_Nouveau_Modern/ferdinand-hodler_valentine-gode-darel-in-hospital-bed-1914.jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.32), awe (probability: 0.15).",there is a woman in the left. there is a bed in the bottom. there is a bed in the center,"The main colors are: lightgray, dimgray, darkgray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.74 (with moderate variation, std ≈ 0.16).
Most pixels fall into the **far** depth band (78.2% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 4.2% of pixels
  • Mid [0.33–0.67]: 17.6% of pixels
  • Far [0.67–1.00]: 78.2% of pixels"
Romanticism/jan-matejko_armenian-cathedral.jpg,"The viewer is likely to associate the following emotions with the image: awe (probability: 0.44), contentment (probability: 0.27).",there is a building in the center. there is a illustration in the top left. there is a pillar in the top. there is a pillar in the top right. there is a tower in the top. there is a pillar in the left. there is a spire in the top,"The main colors are: gainsboro, dimgray, darkgray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.70 (with moderate variation, std ≈ 0.27).
Most pixels fall into the **far** depth band (60.5% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 15.4% of pixels
  • Mid [0.33–0.67]: 22.4% of pixels
  • Far [0.67–1.00]: 60.5% of pixels"
Romanticism/viktor-vasnetsov_jesters-1885.jpg,"The viewer is likely to associate the following emotions with the image: amusement (probability: 0.36), contentment (probability: 0.20).",there is a man in the left. there is a man in the center,"The main colors are: dimgray, wheat, sandybrown","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.74 (with moderate variation, std ≈ 0.19).
Most pixels fall into the **far** depth band (70.6% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 4.5% of pixels
  • Mid [0.33–0.67]: 22.8% of pixels
  • Far [0.67–1.00]: 70.6% of pixels"
Symbolism/mikalojus-ciurlionis_news-1905.jpg,"The viewer is likely to associate the following emotions with the image: awe (probability: 0.35), contentment (probability: 0.21).",there is a mountain in the center. there is a mountain in the bottom. there is a fly in the top,"The main colors are: darkkhaki, darkslategray, dimgray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.45 (with moderate variation, std ≈ 0.22).
Most pixels fall into the **mid** depth band (47.4% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 32.4% of pixels
  • Mid [0.33–0.67]: 47.4% of pixels
  • Far [0.67–1.00]: 20.2% of pixels"
Realism/sergey-solomko_by-the-fence.jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.46), awe (probability: 0.15).",there is a person woman in the top right. there is a man in the center. there is a balustrade in the top right. there is a balustrade fence in the center,"The main colors are: darkolivegreen, silver, dimgray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.40 (with moderate variation, std ≈ 0.26).
Most pixels fall into the **near** depth band (48.4% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 48.4% of pixels
  • Mid [0.33–0.67]: 32.9% of pixels
  • Far [0.67–1.00]: 17.1% of pixels"
Pop_Art/andy-warhol_dollar-sign.jpg,"The viewer is likely to associate the following emotions with the image: amusement (probability: 0.25), excitement (probability: 0.21).",there is a art in the center,"The main colors are: darkgray, mediumturquoise, indianred","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.55 (with moderate variation, std ≈ 0.23).
Most pixels fall into the **far** depth band (46.5% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 32.0% of pixels
  • Mid [0.33–0.67]: 21.4% of pixels
  • Far [0.67–1.00]: 46.5% of pixels"
